1	
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	1
41	1
42	1
43	1
44	1
45	2
46	2
47	2
48	2
49	2
50	2
51	2
52	2
53	2
54	2
55	2
56	2
57	2
58	2
59	2
60	2
61	2
62	2
63	2
64	2
65	2
66	2
67	2
68	2
69	2
70	2
71	2
72	2
73	2
74	2
75	2
76	2
77	2
78	2
79	2
80	2
81	2
82	2
83	2
84	2
85	2
86	2
87	2
88	2
89	2
90	2
91	2
92	2
93	2
94	2
95	2
96	2
97	2
98	2
99	2
100	2
101	2
102	2
103	2
104	2
105	2
106	2
107	2
108	2
109	2
110	2
111	2
112	2
113	2
114	2
115	2
116	2
117	2
118	2
119	2
120	2
121	2
122	2
123	2
124	2
125	2
126	2
127	2
128	2
129	2
130	2
131	2
132	2
133	2
134	3
135	3
136	3
137	3
138	3
139	3
140	3
141	3
142	3
143	3
144	3
145	3
146	3
147	3
148	3
149	3
150	3
151	3
152	3
153	3
154	3
155	3
156	3
157	3
158	3
159	3
160	3
161	3
162	3
163	3
164	3
165	3
166	3
167	3
168	3
169	3
170	3
171	3
172	3
173	3
174	3
175	3
176	3
177	3
178	3
179	3
180	3
181	3
182	3
183	3
184	3
185	3
186	3
187	3
188	3
189	3
190	3
191	3
192	3
193	3
194	3
195	3
196	3
197	3
198	3
199	3
200	3
201	3
202	3
203	3
204	3
205	3
206	3
207	3
208	3
209	3
210	3
211	3
212	3
213	4
214	4
215	4
216	4
217	4
218	4
219	4
220	4
221	4
222	4
223	4
224	4
225	4
226	4
227	4
228	4
229	4
230	4
231	4
232	4
233	4
234	4
235	4
236	4
237	4
238	4
239	4
240	4
241	4
242	4
243	4
244	4
245	4
246	4
247	4
248	4
249	4
250	4
251	4
252	4
253	4
254	4
255	4
256	4
257	4
258	4
259	4
260	4
261	4
262	5
263	5
264	5
265	5
266	5
267	5
268	5
269	5
270	5
271	5
272	5
273	5
274	5
275	5
276	5
277	5
278	5
279	5
280	5
281	5
282	5
283	5
284	5
285	5
286	5
287	5
288	5
289	5
290	5
291	5
292	5
293	5
294	5
295	5
296	5
297	5
298	5
299	5
300	5
301	5
302	5
303	5
304	5
305	5
306	5
307	5
308	5
309	5
310	5
311	5
312	5
313	5
314	5
315	5
316	5
317	5
318	5
319	5
320	5
321	5
322	5
323	5
324	5
325	5
326	5
327	5
328	5
329	5
330	5
331	5
332	5
333	5
334	5
335	5
336	5
337	5
338	5
339	5
340	5
341	5
342	5
343	5
344	5
345	5
346	5
347	5
348	5
349	5
350	5
351	6
352	6
353	6
354	6
355	6
356	6
357	6
358	6
359	6
360	6
361	6
362	6
363	6
364	6
365	6
366	6
367	6
368	6
369	6
370	6
371	6
372	6
373	6
374	6
375	6
376	6
377	6
378	6
379	6
380	6
381	6
382	6
383	6
384	6
385	6
386	6
387	6
388	6
389	6
390	6
391	6
392	6
393	6
394	6
395	6
396	6
397	6
398	6
399	6
400	6
401	6
402	6
403	6
404	6
405	6
406	6
407	6
408	6
409	6
410	6
411	6
412	6
413	6
414	6
415	7
416	7
417	7
418	7
419	7
420	7
421	7
422	7
423	7
424	7
425	7
426	7
427	7
428	7
429	7
430	7
431	7
432	7
433	7
434	7
435	7
436	7
437	7
438	7
439	7
440	7
441	7
442	7
443	7
444	7
445	7
446	7
447	7
448	7
449	7
450	7
451	7
452	7
453	7
454	7
455	7
456	7
457	7
458	7
459	7
460	7
461	7
462	7
463	7
464	7
465	7
466	7
467	7
468	7
469	7
470	7
471	7
472	7
473	7
474	7
475	7
476	7
477	7
478	7
479	7
480	7
481	7
482	7
483	7
484	7
485	7
486	7
487	7
488	7
489	7
490	7
491	7
492	7
493	7
494	7
495	7
496	7
497	7
498	7
499	7
500	7
501	7
502	7
503	7
504	7
505	7
506	7
507	7
508	7
509	7
510	7
511	7
512	7
513	7
514	7
515	7
516	7
517	7
518	7
519	8
520	8
521	8
522	8
523	8
524	8
525	8
526	8
527	8
528	8
529	8
530	8
531	8
532	8
533	8
534	8
535	8
536	8
537	8
538	8
539	8
540	8
541	8
542	8
543	8
544	8
545	8
546	8
547	8
548	8
549	8
550	8
551	8
552	8
553	8
554	8
555	8
556	8
557	8
558	8
559	8
560	8
561	8
562	8
563	8
564	8
565	8
566	8
567	8
568	9
569	9
570	9
571	9
572	9
573	9
574	9
575	9
576	9
577	9
578	9
579	9
580	9
581	9
582	9
583	9
584	9
585	9
586	9
587	9
588	9
589	9
590	9
591	9
592	9
593	9
594	9
595	9
596	9
597	9
598	9
599	9
600	9
601	9
602	9
603	9
604	9
605	9
606	9
607	9
608	9
609	9
610	9
611	9
612	9
613	9
614	9
615	9
616	9
617	10
618	10
619	10
620	10
621	10
622	10
623	10
624	10
625	10
626	10
627	10
628	10
629	10
630	10
631	10
632	10
633	10
634	10
635	10
636	10
637	10
638	10
639	10
640	10
641	10
642	10
643	10
644	10
645	10
646	10
647	10
648	10
649	10
650	10
651	10
652	10
653	10
654	10
655	10
656	10
657	10
658	10
659	10
660	10
661	10
662	10
663	10
664	10
665	10
666	10
667	10
668	10
669	10
670	10
671	10
672	10
673	10
674	10
675	10
676	10
677	10
678	10
679	10
680	10
681	10
682	10
683	10
684	10
685	10
686	10
687	10
688	10
689	10
690	10
691	10
692	10
693	10
694	10
695	10
696	10
697	10
698	10
699	10
700	10
701	10
702	10
703	10
704	11
705	11
706	11
707	11
708	11
709	11
710	11
711	11
712	11
713	11
714	11
715	11
716	11
717	11
718	11
719	11
720	11
721	11
722	11
723	11
724	11
725	11
726	11
727	11
728	11
729	11
730	11
731	11
732	11
733	11
734	11
735	11
736	11
737	11
738	11
739	11
740	11
741	11
742	11
743	11
744	11
745	11
746	11
747	11
748	11
749	11
750	11
751	11
752	12
753	12
754	12
755	12
756	12
757	12
758	12
759	12
760	12
761	12
762	12
763	12
764	12
765	12
766	12
767	12
768	12
769	12
770	12
771	12
772	12
773	12
774	12
775	12
776	12
777	12
778	12
779	12
780	12
781	12
782	12
783	12
784	12
785	12
786	12
787	12
788	12
789	12
790	12
791	12
792	12
793	12
794	12
795	12
796	12
797	12
798	12
799	12
800	12
801	12
802	12
803	13
804	13
805	13
806	13
807	13
808	13
809	13
810	13
811	13
812	13
813	13
814	13
815	13
816	13
817	13
818	13
819	13
820	13
821	13
822	13
823	13
824	13
825	13
826	13
827	13
828	13
829	13
830	13
831	13
832	13
833	13
834	13
835	13
836	13
837	13
838	13
839	13
840	13
841	13
842	13
843	13
844	13
845	13
846	13
847	13
848	13
849	13
850	13
851	13
852	13
853	13
854	13
855	13
856	13
857	13
858	13
859	13
860	13
861	13
862	13
863	13
864	13
865	13
866	13
867	13
868	13
869	13
870	13
871	13
872	13
873	13
874	13
875	13
876	13
877	13
878	13
879	13
880	13
881	13
882	13
883	13
884	14
885	14
886	14
887	14
888	14
889	14
890	14
891	14
892	14
893	14
894	14
895	14
896	14
897	14
898	14
899	14
900	14
901	14
902	14
903	14
904	14
905	14
906	14
907	14
908	14
909	14
910	14
911	14
912	14
913	14
914	14
915	14
916	14
917	14
918	14
919	14
920	14
921	14
922	14
923	14
924	14
925	14
926	14
927	14
928	14
929	14
930	14
931	14
932	14
933	14
934	14
935	14
936	14
937	14
938	14
939	14
940	14
941	14
942	14
943	14
944	14
945	14
946	14
947	14
948	14
949	14
950	14
951	14
952	14
953	14
954	14
955	14
956	14
957	14
958	14
959	14
960	14
961	14
962	14
963	14
964	14
965	14
966	14
967	14
968	14
969	14
970	14
971	14
972	14
973	14
974	14
975	14
976	14
977	14
978	14
979	14
980	14
981	14
982	14
983	14
984	14
985	14
986	14
987	14
988	14
989	14
990	14
991	14
992	14
993	14
994	14
995	14
996	14
997	14
998	14
999	14
1000	14
1001	14
1002	14
1003	14
1004	14
1005	14
1006	14
1007	14
1008	14
1009	14
1010	14
1011	14
1012	14
1013	14
1014	14
1015	14
1016	14
1017	14
1018	14
1019	14
1020	14
1021	14
1022	14
1023	14
1024	14
1025	14
1026	14
1027	14
1028	14
1029	14
1030	14
1031	14
1032	14
1033	14
1034	14
1035	14
1036	14
1037	14
1038	14
1039	14
1040	14
1041	15
1042	15
1043	15
1044	15
1045	15
1046	15
1047	15
1048	15
1049	15
1050	15
1051	15
1052	15
1053	15
1054	15
1055	15
1056	15
1057	15
1058	15
1059	15
1060	15
1061	15
1062	15
1063	15
1064	15
1065	15
1066	15
1067	15
1068	15
1069	15
1070	15
1071	15
1072	15
1073	15
1074	15
1075	15
1076	15
1077	15
1078	15
1079	15
1080	15
1081	15
1082	15
1083	15
1084	15
1085	15
1086	15
1087	15
1088	15
1089	16
1090	16
1091	16
1092	16
1093	16
1094	16
1095	16
1096	16
1097	16
1098	16
1099	16
1100	16
1101	16
1102	16
1103	16
1104	16
1105	16
1106	16
1107	16
1108	16
1109	16
1110	16
1111	16
1112	16
1113	16
1114	16
1115	16
1116	16
1117	16
1118	16
1119	16
1120	16
1121	16
1122	16
1123	16
1124	16
1125	16
1126	16
1127	16
1128	16
1129	16
1130	16
1131	16
1132	16
1133	16
1134	16
1135	16
1136	16
1137	16
1138	16
1139	17
1140	17
1141	17
1142	17
1143	17
1144	17
1145	17
1146	17
1147	17
1148	17
1149	17
1150	17
1151	17
1152	17
1153	17
1154	17
1155	17
1156	17
1157	17
1158	17
1159	17
1160	17
1161	17
1162	17
1163	17
1164	17
1165	17
1166	17
1167	17
1168	17
1169	17
1170	17
1171	17
1172	17
1173	17
1174	17
1175	17
1176	17
1177	17
1178	17
1179	17
1180	17
1181	17
1182	17
1183	17
1184	17
1185	17
1186	17
1187	17
1188	17
1189	17
1190	17
1191	17
1192	17
1193	17
1194	17
1195	17
1196	17
1197	17
1198	17
1199	17
1200	17
1201	17
1202	17
1203	17
1204	17
1205	17
1206	17
1207	17
1208	17
1209	17
1210	17
1211	17
1212	17
1213	17
1214	17
1215	17
1216	17
1217	17
1218	17
1219	17
1220	17
1221	17
1222	17
1223	17
1224	17
1225	18
1226	18
1227	18
1228	18
1229	18
1230	18
1231	18
1232	18
1233	18
