1	
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	1
41	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
49	1
50	1
51	1
52	2
53	2
54	2
55	2
56	2
57	2
58	2
59	2
60	2
61	2
62	2
63	2
64	2
65	2
66	2
67	2
68	2
69	2
70	2
71	2
72	2
73	2
74	2
75	2
76	2
77	2
78	2
79	2
80	2
81	2
82	2
83	2
84	2
85	2
86	2
87	2
88	2
89	2
90	2
91	2
92	2
93	2
94	2
95	2
96	2
97	2
98	2
99	2
100	2
101	2
102	2
103	2
104	2
105	2
106	2
107	2
108	2
109	2
110	2
111	2
112	2
113	2
114	3
115	3
116	3
117	3
118	3
119	3
120	3
121	3
122	3
123	3
124	3
125	3
126	3
127	3
128	3
129	3
130	3
131	3
132	3
133	3
134	3
135	3
136	3
137	3
138	3
139	3
140	3
141	3
142	3
143	3
144	3
145	3
146	3
147	3
148	3
149	3
150	3
151	3
152	3
153	3
154	3
155	3
156	3
157	3
158	3
159	3
160	3
161	3
162	3
163	3
164	3
165	4
166	4
167	4
168	4
169	4
170	4
171	4
172	4
173	4
174	4
175	4
176	4
177	4
178	4
179	4
180	4
181	4
182	4
183	4
184	4
185	4
186	4
187	4
188	4
189	4
190	4
191	4
192	4
193	4
194	4
195	4
196	4
197	4
198	4
199	4
200	4
201	4
202	4
203	4
204	4
205	4
206	4
207	4
208	4
209	4
210	4
211	4
212	4
213	4
214	4
215	4
216	4
217	4
218	4
219	4
220	4
221	4
222	4
223	4
224	4
225	5
226	5
227	5
228	5
229	5
230	5
231	5
232	5
233	5
234	5
235	5
236	5
237	5
238	5
239	5
240	5
241	5
242	5
243	5
244	5
245	5
246	5
247	5
248	5
249	5
250	5
251	5
252	5
253	5
254	5
255	5
256	5
257	5
258	5
259	5
260	5
261	5
262	5
263	5
264	5
265	5
266	5
267	6
268	6
269	6
270	6
271	6
272	6
273	6
274	6
275	6
276	6
277	6
278	6
279	6
280	6
281	6
282	6
283	6
284	6
285	6
286	6
287	6
288	6
289	6
290	6
291	6
292	6
293	6
294	6
295	6
296	6
297	6
298	6
299	6
300	6
301	6
302	6
303	6
304	6
305	6
306	6
307	6
308	6
309	6
310	6
311	6
312	6
313	6
314	6
315	6
316	6
317	6
318	6
319	6
320	6
321	6
322	6
323	6
324	6
325	6
326	6
327	6
328	6
329	6
330	6
331	6
332	6
333	6
334	6
335	6
336	6
337	6
338	6
339	6
340	6
341	6
342	6
343	7
344	7
345	7
346	7
347	7
348	7
349	7
350	7
351	7
352	7
353	7
354	7
355	7
356	7
357	7
358	7
359	7
360	7
361	7
362	7
363	7
364	7
365	7
366	7
367	7
368	7
369	7
370	7
371	7
372	7
373	7
374	7
375	7
376	7
377	7
378	7
379	7
380	7
381	7
382	7
383	7
384	7
385	7
386	7
387	7
388	7
389	7
390	7
391	7
392	7
393	7
394	7
395	7
396	7
397	7
398	7
399	7
400	7
401	7
402	7
403	7
404	7
405	7
406	7
407	7
408	7
409	7
410	7
411	7
412	7
413	7
414	7
415	7
416	7
417	7
418	7
419	8
420	8
421	8
422	8
423	8
424	8
425	8
426	8
427	8
428	8
429	8
430	8
431	8
432	8
433	8
434	8
435	8
436	8
437	8
438	8
439	8
440	8
441	8
442	8
443	8
444	8
445	8
446	8
447	8
448	8
449	8
450	8
451	8
452	8
453	8
454	8
455	8
456	8
457	9
458	9
459	9
460	9
461	9
462	9
463	9
464	9
465	9
466	9
467	9
468	9
469	9
470	9
471	9
472	9
473	9
474	9
475	9
476	9
477	9
478	9
479	9
480	9
481	9
482	9
483	9
484	9
485	9
486	9
487	9
488	9
489	9
490	9
491	9
492	9
493	9
494	9
495	9
496	9
497	9
498	9
499	9
500	9
501	9
502	9
503	9
504	9
505	9
506	9
507	9
508	9
509	9
510	9
511	9
512	9
513	9
514	9
515	9
516	9
517	9
518	9
519	9
520	9
521	9
522	9
523	9
524	9
525	9
526	9
527	9
528	9
529	10
530	10
531	10
532	10
533	10
534	10
535	10
536	10
537	10
538	10
539	10
540	10
541	10
542	10
543	10
544	10
545	10
546	10
547	10
548	10
549	10
550	10
551	10
552	10
553	10
554	10
555	10
556	10
557	10
558	10
559	10
560	10
561	10
562	10
563	10
564	10
565	10
566	10
567	10
568	10
569	10
570	10
571	10
572	10
573	10
574	10
575	10
576	10
577	10
578	10
579	11
580	11
581	11
582	11
583	11
584	11
585	11
586	11
587	11
588	11
589	11
590	11
591	11
592	11
593	11
594	11
595	11
596	11
597	11
598	11
599	11
600	11
601	11
602	11
603	11
604	11
605	11
606	11
607	11
608	11
609	11
610	11
611	11
612	11
613	11
614	11
615	11
616	11
617	11
618	11
619	11
620	11
621	11
622	11
623	11
624	11
625	11
626	11
627	11
628	11
629	12
630	12
631	12
632	12
633	12
634	12
635	12
636	12
637	12
638	12
639	12
640	12
641	12
642	12
643	12
644	12
645	12
646	12
647	12
648	12
649	12
650	12
651	12
652	12
653	12
654	12
655	12
656	12
657	12
658	12
659	12
660	12
661	12
662	12
663	12
664	12
665	12
666	12
667	12
668	12
669	12
670	12
671	12
672	12
673	12
674	12
675	12
676	12
677	12
678	12
679	12
680	12
681	12
682	12
683	12
684	12
685	12
686	12
687	12
688	13
689	13
690	13
691	13
692	13
693	13
694	13
695	13
696	13
697	13
698	13
699	13
700	13
701	13
702	13
703	13
704	13
705	13
706	13
707	13
708	13
709	13
710	13
711	13
712	13
713	13
714	13
715	13
716	13
717	13
718	13
719	13
720	13
721	13
722	13
723	13
724	13
725	13
726	13
727	13
728	13
729	13
730	13
731	13
732	13
733	13
734	13
735	13
736	13
737	13
738	13
739	13
740	13
741	13
742	13
743	13
744	13
745	13
746	13
747	13
748	14
749	14
750	14
751	14
752	14
753	14
754	14
755	14
756	14
757	14
758	14
759	14
760	14
761	14
762	14
763	14
764	14
765	14
766	14
767	14
768	14
769	14
770	14
771	14
772	14
773	14
774	14
775	14
776	14
777	14
778	14
779	14
780	14
781	14
782	14
783	14
784	14
785	14
786	14
787	14
788	14
789	14
790	14
791	14
792	14
793	14
794	14
795	14
796	14
797	14
798	14
799	15
800	15
801	15
802	15
803	15
804	15
805	15
806	15
807	15
808	15
809	15
810	15
811	15
812	15
813	15
814	15
815	15
816	15
817	15
818	15
819	15
820	15
821	15
822	15
823	15
824	15
825	15
826	15
827	15
828	15
829	15
830	15
831	15
832	15
833	15
834	15
835	15
836	15
837	15
838	15
839	15
840	15
841	15
842	15
843	15
844	15
845	15
846	15
847	15
848	15
849	15
850	15
851	16
852	16
853	16
854	16
855	16
856	16
857	17
858	17
859	17
860	17
861	17
862	17
863	17
864	17
865	17
866	17
867	17
868	17
869	17
870	17
871	17
872	17
873	17
874	17
875	17
876	17
877	17
878	17
879	17
880	17
881	17
882	17
883	17
884	17
885	17
886	17
887	17
888	17
889	17
890	17
891	17
892	17
893	17
894	17
895	17
896	17
897	17
898	17
899	17
900	17
901	17
902	17
903	17
904	17
905	17
906	17
907	17
908	17
909	17
910	17
911	17
912	17
913	17
914	17
915	17
916	17
917	17
918	17
919	17
920	17
921	17
922	17
923	17
924	17
925	17
926	17
927	17
928	17
929	17
930	17
931	17
932	17
933	17
934	17
935	17
936	17
937	17
938	17
939	17
940	17
941	17
942	17
943	17
944	17
945	17
946	17
947	17
948	17
949	17
950	17
951	17
952	17
953	17
954	17
955	17
956	17
957	17
958	17
959	17
960	17
961	17
962	17
963	17
964	17
965	17
966	17
967	17
968	17
969	18
970	18
971	18
972	18
973	18
974	18
975	18
976	18
977	18
978	18
979	18
980	18
981	18
982	18
983	18
984	18
985	18
986	18
987	18
988	18
989	18
990	18
991	18
992	18
993	18
994	18
995	18
996	18
997	18
998	18
999	18
1000	18
1001	18
1002	18
1003	18
1004	18
1005	18
1006	18
1007	18
1008	18
1009	18
1010	18
1011	18
1012	18
1013	18
1014	18
1015	18
1016	18
1017	18
1018	18
1019	18
1020	18
1021	18
1022	18
1023	18
1024	18
1025	18
1026	18
1027	18
1028	18
1029	18
1030	18
1031	18
1032	18
1033	18
1034	18
1035	18
1036	18
1037	18
1038	18
1039	18
1040	18
1041	18
1042	18
1043	18
1044	18
1045	18
1046	18
1047	18
1048	18
1049	18
1050	18
1051	18
1052	18
1053	18
1054	18
1055	18
1056	18
1057	18
1058	18
1059	18
1060	18
1061	18
1062	18
1063	18
1064	18
1065	18
1066	18
1067	18
1068	18
1069	18
1070	18
1071	18
1072	18
1073	18
1074	18
1075	18
1076	18
1077	18
1078	18
1079	18
1080	18
1081	18
1082	18
1083	18
1084	18
1085	18
1086	18
1087	18
1088	18
1089	18
1090	18
1091	18
1092	18
1093	18
1094	18
1095	18
1096	18
1097	18
1098	18
1099	18
1100	18
1101	18
1102	18
1103	18
1104	18
1105	18
1106	18
1107	18
1108	18
1109	18
1110	18
1111	18
1112	18
1113	18
1114	18
1115	18
1116	18
1117	19
1118	19
1119	19
1120	19
1121	19
1122	19
1123	19
1124	19
1125	19
1126	19
1127	19
1128	19
1129	19
1130	19
1131	19
1132	19
1133	19
1134	19
1135	19
1136	19
1137	19
1138	19
1139	19
1140	19
1141	19
1142	19
1143	19
1144	19
1145	19
1146	19
1147	19
1148	19
1149	19
1150	19
1151	19
1152	19
1153	19
1154	19
1155	19
1156	19
1157	19
1158	19
1159	19
1160	19
1161	19
1162	19
1163	19
1164	19
1165	19
1166	19
1167	19
1168	19
1169	19
1170	19
1171	19
1172	19
1173	19
1174	19
1175	19
1176	19
1177	19
1178	19
1179	19
1180	19
1181	19
1182	19
1183	19
1184	19
1185	19
1186	19
1187	19
1188	19
1189	19
1190	19
1191	19
1192	19
1193	19
1194	19
1195	19
1196	19
1197	19
1198	19
1199	19
1200	19
1201	19
1202	19
1203	19
1204	19
1205	19
1206	19
1207	19
1208	19
1209	19
1210	19
1211	19
1212	19
1213	19
1214	19
1215	19
1216	19
1217	19
1218	19
1219	19
1220	19
1221	19
1222	19
1223	19
1224	19
1225	19
1226	19
1227	20
1228	20
1229	20
1230	20
1231	20
1232	20
1233	20
